request_id,first_release_ns,last_release_ns,last_flow_end_ns,collective_elapsed_ns,arrival_span_ns,tail_after_last_release_ns,source,simulator_commit,topology_hash
iter55:pp15:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1293:rel-f6218329d108,0,5290,127219557,127219557,5290,127214267,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1295:rel-61c6a60ae468,0,173060,123797176,123797176,173060,123624116,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_rs:round0:expert_dp_grad_reduce_scatter:pg=1297:rel-8aad27564690,0,302157,125732259,125732259,302157,125430102,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:dp_ag0:round0:dp_param_allgather:pg=1:rel-ca97c78e5f45,0,828049,14964673,14964673,828049,14136624,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:dp_ag0:round0:dp_param_allgather:pg=3:rel-6c71aeec094e,0,1309419,10496879,10496879,1309419,9187460,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:dp_ag0:round0:dp_param_allgather:pg=5:rel-2c5e91d5d852,0,1222509,10182423,10182423,1222509,8959914,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:dp_ag0:round0:dp_param_allgather:pg=7:rel-b026165c6a38,0,1723907,10727273,10727273,1723907,9003366,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:dp_ag0:round0:dp_param_allgather:pg=9:rel-57da36ca3c9a,0,1039347,10058513,10058513,1039347,9019166,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:dp_ag0:round0:dp_param_allgather:pg=11:rel-43b93a603b20,0,1125919,10512290,10512290,1125919,9386371,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:dp_ag0:round0:dp_param_allgather:pg=13:rel-7d95db734590,0,1223266,10239392,10239392,1223266,9016126,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:dp_ag0:round0:dp_param_allgather:pg=15:rel-3ca45b340ca7,0,661018,10009356,10009356,661018,9348338,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:dp_ag0:round0:dp_param_allgather:pg=17:rel-b472583dc00b,0,1121719,10507926,10507926,1121719,9386207,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:dp_ag0:round0:dp_param_allgather:pg=19:rel-f21439115792,0,927585,10346956,10346956,927585,9419371,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:dp_ag0:round0:dp_param_allgather:pg=21:rel-dba009cbab91,0,698563,10077373,10077373,698563,9378810,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:dp_ag0:round0:dp_param_allgather:pg=23:rel-c5c9e29dd55d,0,1125255,10332247,10332247,1125255,9206992,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:dp_ag0:round0:dp_param_allgather:pg=25:rel-398d10393c4d,0,896057,10119727,10119727,896057,9223670,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:dp_ag0:round0:dp_param_allgather:pg=27:rel-77a30a9cc769,0,1189787,10078619,10078619,1189787,8888832,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:dp_ag0:round0:dp_param_allgather:pg=29:rel-c6b648fb20cd,0,765550,15183758,15183758,765550,14418208,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:dp_ag0:round0:dp_param_allgather:pg=31:rel-a0f88cdd625a,0,2570203,18044373,18044373,2570203,15474170,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:edp_ag0:round0:expert_dp_param_allgather:pg=1043:rel-5a4de837dcfb,0,14032,16268694,16268694,14032,16254662,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:edp_ag0:round0:expert_dp_param_allgather:pg=1045:rel-2ba71f72ccf8,0,42794,17667672,17667672,42794,17624878,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:edp_ag0:round0:expert_dp_param_allgather:pg=1047:rel-2d4614edfbaf,0,4731,16472661,16472661,4731,16467930,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:edp_ag0:round0:expert_dp_param_allgather:pg=1049:rel-4a390925a6ed,0,21330,15861896,15861896,21330,15840566,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:edp_ag0:round0:expert_dp_param_allgather:pg=1051:rel-e64473bf8f18,0,45681,18821727,18821727,45681,18776046,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:edp_ag0:round0:expert_dp_param_allgather:pg=1053:rel-5b5257db7b88,0,58270,16590962,16590962,58270,16532692,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:edp_ag0:round0:expert_dp_param_allgather:pg=1055:rel-9907cd20fb9f,0,13746,17502611,17502611,13746,17488865,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:edp_ag0:round0:expert_dp_param_allgather:pg=1057:rel-6bb0604e8791,0,5503,16318230,16318230,5503,16312727,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1059:rel-cc60a5310cc1,0,10255,65443267,65443267,10255,65433012,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1061:rel-ec7d9f048ff6,0,34109,64892735,64892735,34109,64858626,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1063:rel-caeba63cfc85,0,71965,63154353,63154353,71965,63082388,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1065:rel-f92ed78f7ef1,0,26620,66830698,66830698,26620,66804078,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1067:rel-c96b3db4e3f4,0,67299,65230143,65230143,67299,65162844,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1069:rel-157d4fbd9b06,0,90552,65208950,65208950,90552,65118398,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1071:rel-8fc1a6d628d4,0,88794,70816397,70816397,88794,70727603,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp1:edp_ag0:round0:expert_dp_param_allgather:pg=1073:rel-32bfd1c04011,0,29505,63926600,63926600,29505,63897095,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:edp_ag0:round0:expert_dp_param_allgather:pg=1075:rel-5b4547d0e049,0,40549,65300240,65300240,40549,65259691,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:edp_ag0:round0:expert_dp_param_allgather:pg=1077:rel-a0e484fa5e53,0,10777,65322906,65322906,10777,65312129,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:edp_ag0:round0:expert_dp_param_allgather:pg=1079:rel-fafe2df22a7e,0,118477,65548466,65548466,118477,65429989,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:edp_ag0:round0:expert_dp_param_allgather:pg=1081:rel-1dab2e473f4d,0,91961,70457170,70457170,91961,70365209,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:edp_ag0:round0:expert_dp_param_allgather:pg=1083:rel-17325c0e9458,0,89207,65843416,65843416,89207,65754209,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:edp_ag0:round0:expert_dp_param_allgather:pg=1085:rel-5d083a806e10,0,42518,70071313,70071313,42518,70028795,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:edp_ag0:round0:expert_dp_param_allgather:pg=1087:rel-10f1438e0165,0,44798,67086592,67086592,44798,67041794,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp2:edp_ag0:round0:expert_dp_param_allgather:pg=1089:rel-41dba3a946de,0,20656,64311032,64311032,20656,64290376,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:edp_ag0:round0:expert_dp_param_allgather:pg=1091:rel-7bf4699cb51b,0,95472,64534604,64534604,95472,64439132,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:edp_ag0:round0:expert_dp_param_allgather:pg=1093:rel-d352adc78f6c,0,30206,74346157,74346157,30206,74315951,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:edp_ag0:round0:expert_dp_param_allgather:pg=1095:rel-b529833f27c9,0,20911,64637433,64637433,20911,64616522,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:edp_ag0:round0:expert_dp_param_allgather:pg=1097:rel-dd6608609004,0,13281,64614599,64614599,13281,64601318,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:edp_ag0:round0:expert_dp_param_allgather:pg=1099:rel-c80c37f344ed,0,14567,64738479,64738479,14567,64723912,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:edp_ag0:round0:expert_dp_param_allgather:pg=1101:rel-1a01390f6ba3,0,23917,74865359,74865359,23917,74841442,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:edp_ag0:round0:expert_dp_param_allgather:pg=1103:rel-0c0d60592934,0,19047,65081611,65081611,19047,65062564,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp3:edp_ag0:round0:expert_dp_param_allgather:pg=1105:rel-fe4000499248,0,14890,64281924,64281924,14890,64267034,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_ag0:round0:expert_dp_param_allgather:pg=1107:rel-6b8d067ad542,0,58506,63091825,63091825,58506,63033319,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_ag0:round0:expert_dp_param_allgather:pg=1109:rel-8a95bf886d89,0,72152,62839569,62839569,72152,62767417,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_ag0:round0:expert_dp_param_allgather:pg=1111:rel-894d7cc976cd,0,93927,64485055,64485055,93927,64391128,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_ag0:round0:expert_dp_param_allgather:pg=1113:rel-180019d5d960,0,29631,66676058,66676058,29631,66646427,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_ag0:round0:expert_dp_param_allgather:pg=1115:rel-53220f3e4ef2,0,132184,64454752,64454752,132184,64322568,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_ag0:round0:expert_dp_param_allgather:pg=1117:rel-9c454eaa1092,0,9841,74495167,74495167,9841,74485326,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_ag0:round0:expert_dp_param_allgather:pg=1119:rel-c2df285c0b88,0,115057,66050204,66050204,115057,65935147,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp4:edp_ag0:round0:expert_dp_param_allgather:pg=1121:rel-d07b70caad90,0,112640,63878971,63878971,112640,63766331,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1123:rel-8b86f5ebcada,0,45387,64612778,64612778,45387,64567391,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1125:rel-bfd55544447f,0,66944,66259566,66259566,66944,66192622,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1127:rel-802f21c9f1aa,0,99668,64535588,64535588,99668,64435920,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1129:rel-aac63d5a2902,0,31886,65241855,65241855,31886,65209969,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1131:rel-94f0f19eb056,0,70052,62416797,62416797,70052,62346745,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1133:rel-0eb487246599,0,47933,65308895,65308895,47933,65260962,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1135:rel-a56a8b9f2703,0,140005,63982368,63982368,140005,63842363,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp5:edp_ag0:round0:expert_dp_param_allgather:pg=1137:rel-303491caef9f,0,109575,70067195,70067195,109575,69957620,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_ag0:round0:expert_dp_param_allgather:pg=1139:rel-e35efba9b8da,0,63595,63734253,63734253,63595,63670658,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_ag0:round0:expert_dp_param_allgather:pg=1141:rel-00d06647e16c,0,57853,71988417,71988417,57853,71930564,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_ag0:round0:expert_dp_param_allgather:pg=1143:rel-80b6abe6db21,0,31813,62797755,62797755,31813,62765942,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_ag0:round0:expert_dp_param_allgather:pg=1145:rel-6d3857e8cc03,0,37061,73189824,73189824,37061,73152763,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_ag0:round0:expert_dp_param_allgather:pg=1147:rel-ea760f2401ed,0,39148,64373938,64373938,39148,64334790,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_ag0:round0:expert_dp_param_allgather:pg=1149:rel-08b147d61e9d,0,8905,65064567,65064567,8905,65055662,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_ag0:round0:expert_dp_param_allgather:pg=1151:rel-419ec6fa4148,0,38295,69468032,69468032,38295,69429737,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp6:edp_ag0:round0:expert_dp_param_allgather:pg=1153:rel-6f5d77996879,0,47115,64782935,64782935,47115,64735820,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_ag0:round0:expert_dp_param_allgather:pg=1155:rel-f806dca159fb,0,119686,64147797,64147797,119686,64028111,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_ag0:round0:expert_dp_param_allgather:pg=1157:rel-4bfd6164d5fc,0,11754,76342858,76342858,11754,76331104,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_ag0:round0:expert_dp_param_allgather:pg=1159:rel-6000dd7261a5,0,14136,64851752,64851752,14136,64837616,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_ag0:round0:expert_dp_param_allgather:pg=1161:rel-4ff79bacaf1a,0,72396,63846488,63846488,72396,63774092,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_ag0:round0:expert_dp_param_allgather:pg=1163:rel-b68f0ea82dde,0,20159,65744197,65744197,20159,65724038,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_ag0:round0:expert_dp_param_allgather:pg=1165:rel-7677d199efcc,0,69500,65139225,65139225,69500,65069725,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_ag0:round0:expert_dp_param_allgather:pg=1167:rel-7b2d49f325f2,0,67794,64725068,64725068,67794,64657274,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp7:edp_ag0:round0:expert_dp_param_allgather:pg=1169:rel-0c4d86b83c8f,0,97077,67411511,67411511,97077,67314434,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1171:rel-d5ab845f2ff4,0,11416,63791952,63791952,11416,63780536,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1173:rel-53aac181c2a0,0,38275,63871493,63871493,38275,63833218,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1175:rel-61d4025f1b2d,0,1201,69747320,69747320,1201,69746119,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1177:rel-cf29f87c991e,0,13621,65327029,65327029,13621,65313408,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1179:rel-0f67601f27dd,0,32263,63783473,63783473,32263,63751210,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1181:rel-79aa71a47e1c,0,37137,64919230,64919230,37137,64882093,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1183:rel-fa5e8c802bfb,0,30329,64528048,64528048,30329,64497719,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp8:edp_ag0:round0:expert_dp_param_allgather:pg=1185:rel-eca6286af19c,0,26497,62975937,62975937,26497,62949440,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_ag0:round0:expert_dp_param_allgather:pg=1187:rel-f706eec20a90,0,7279,61704371,61704371,7279,61697092,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_ag0:round0:expert_dp_param_allgather:pg=1189:rel-174989488d9b,0,66572,64958140,64958140,66572,64891568,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_ag0:round0:expert_dp_param_allgather:pg=1191:rel-fc858d5957ff,0,125344,62027906,62027906,125344,61902562,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_ag0:round0:expert_dp_param_allgather:pg=1193:rel-29d85c8f8b79,0,34536,65345182,65345182,34536,65310646,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_ag0:round0:expert_dp_param_allgather:pg=1195:rel-5d180db34996,0,113786,64645141,64645141,113786,64531355,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_ag0:round0:expert_dp_param_allgather:pg=1197:rel-a2d554ea8b13,0,23120,63656186,63656186,23120,63633066,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_ag0:round0:expert_dp_param_allgather:pg=1199:rel-7fe1694dce61,0,130247,69209275,69209275,130247,69079028,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp9:edp_ag0:round0:expert_dp_param_allgather:pg=1201:rel-e95480e95a51,0,92306,61596943,61596943,92306,61504637,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_ag0:round0:expert_dp_param_allgather:pg=1203:rel-ae73c57b2ecd,0,103880,64297755,64297755,103880,64193875,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_ag0:round0:expert_dp_param_allgather:pg=1205:rel-fc33986fb699,0,109611,62695792,62695792,109611,62586181,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_ag0:round0:expert_dp_param_allgather:pg=1207:rel-79d8ed353ecc,0,145445,64912242,64912242,145445,64766797,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_ag0:round0:expert_dp_param_allgather:pg=1209:rel-c2f47636ec20,0,53844,64171777,64171777,53844,64117933,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_ag0:round0:expert_dp_param_allgather:pg=1211:rel-64b6c744603e,0,130898,63828223,63828223,130898,63697325,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_ag0:round0:expert_dp_param_allgather:pg=1213:rel-52a4083387f7,0,47651,64554874,64554874,47651,64507223,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_ag0:round0:expert_dp_param_allgather:pg=1215:rel-a807ea6428f3,0,147611,64512413,64512413,147611,64364802,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp10:edp_ag0:round0:expert_dp_param_allgather:pg=1217:rel-7a88f450e516,0,110503,66233011,66233011,110503,66122508,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_ag0:round0:expert_dp_param_allgather:pg=1219:rel-32eb477ce516,0,63149,64218744,64218744,63149,64155595,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_ag0:round0:expert_dp_param_allgather:pg=1221:rel-a7fd89ab7587,0,50323,66601470,66601470,50323,66551147,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_ag0:round0:expert_dp_param_allgather:pg=1223:rel-738f50875c18,0,70838,63947004,63947004,70838,63876166,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_ag0:round0:expert_dp_param_allgather:pg=1225:rel-f8629c86b379,0,5385,67061743,67061743,5385,67056358,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_ag0:round0:expert_dp_param_allgather:pg=1227:rel-60f910e96691,0,62290,72995586,72995586,62290,72933296,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_ag0:round0:expert_dp_param_allgather:pg=1229:rel-8f2c568100f9,0,77129,63978699,63978699,77129,63901570,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_ag0:round0:expert_dp_param_allgather:pg=1231:rel-8c87961387df,0,9668,63437058,63437058,9668,63427390,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp11:edp_ag0:round0:expert_dp_param_allgather:pg=1233:rel-7b30f721a471,0,17536,62803976,62803976,17536,62786440,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_ag0:round0:expert_dp_param_allgather:pg=1235:rel-649c05ef65ef,0,47942,64928702,64928702,47942,64880760,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_ag0:round0:expert_dp_param_allgather:pg=1237:rel-76ff89b687d3,0,34296,68173550,68173550,34296,68139254,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_ag0:round0:expert_dp_param_allgather:pg=1239:rel-ec7e7d455b16,0,45915,65940907,65940907,45915,65894992,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_ag0:round0:expert_dp_param_allgather:pg=1241:rel-2a6f19b330ad,0,46231,63546822,63546822,46231,63500591,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_ag0:round0:expert_dp_param_allgather:pg=1243:rel-422e226e5e32,0,56532,65479316,65479316,56532,65422784,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_ag0:round0:expert_dp_param_allgather:pg=1245:rel-850ee00b792f,0,49192,65094272,65094272,49192,65045080,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_ag0:round0:expert_dp_param_allgather:pg=1247:rel-e2342fa2763d,0,9050,64894172,64894172,9050,64885122,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp12:edp_ag0:round0:expert_dp_param_allgather:pg=1249:rel-3e243beef854,0,9521,67490616,67490616,9521,67481095,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_ag0:round0:expert_dp_param_allgather:pg=1251:rel-062609bab5cd,0,14806,64434264,64434264,14806,64419458,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_ag0:round0:expert_dp_param_allgather:pg=1253:rel-81297033d10c,0,100929,70267127,70267127,100929,70166198,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_ag0:round0:expert_dp_param_allgather:pg=1255:rel-685bfdc0bb09,0,63571,63198236,63198236,63571,63134665,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_ag0:round0:expert_dp_param_allgather:pg=1257:rel-96d1f7a66074,0,61420,64849526,64849526,61420,64788106,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_ag0:round0:expert_dp_param_allgather:pg=1259:rel-76d59a51654e,0,46270,64653935,64653935,46270,64607665,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_ag0:round0:expert_dp_param_allgather:pg=1261:rel-0c04a2707d64,0,34589,62885213,62885213,34589,62850624,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_ag0:round0:expert_dp_param_allgather:pg=1263:rel-ace63aee3601,0,29412,66304249,66304249,29412,66274837,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp13:edp_ag0:round0:expert_dp_param_allgather:pg=1265:rel-93d8251ed231,0,16169,62451346,62451346,16169,62435177,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_ag0:round0:expert_dp_param_allgather:pg=1267:rel-1c21708c328f,0,58026,69658250,69658250,58026,69600224,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_ag0:round0:expert_dp_param_allgather:pg=1269:rel-100bd789c62a,0,164152,64650569,64650569,164152,64486417,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_ag0:round0:expert_dp_param_allgather:pg=1271:rel-bc71fa44c240,0,197627,64775809,64775809,197627,64578182,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_ag0:round0:expert_dp_param_allgather:pg=1273:rel-65b3a91bcf0b,0,173652,69234668,69234668,173652,69061016,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_ag0:round0:expert_dp_param_allgather:pg=1275:rel-4a1592f2994b,0,221603,63167679,63167679,221603,62946076,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_ag0:round0:expert_dp_param_allgather:pg=1277:rel-11db0c62e9d9,0,83096,74927016,74927016,83096,74843920,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_ag0:round0:expert_dp_param_allgather:pg=1279:rel-cf8e0bcdac9c,0,87570,80024659,80024659,87570,79937089,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp14:edp_ag0:round0:expert_dp_param_allgather:pg=1281:rel-ca419ae6c15a,0,2330,75611846,75611846,2330,75609516,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_ag0:round0:expert_dp_param_allgather:pg=1283:rel-15f5dc08a454,0,11340,32377888,32377888,11340,32366548,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_ag0:round0:expert_dp_param_allgather:pg=1285:rel-b1f928dcccd8,0,75347,35093201,35093201,75347,35017854,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_ag0:round0:expert_dp_param_allgather:pg=1287:rel-d1f927401e2a,0,119459,34958842,34958842,119459,34839383,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_ag0:round0:expert_dp_param_allgather:pg=1289:rel-e2cdf9d9777b,0,80659,32462931,32462931,80659,32382272,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_ag0:round0:expert_dp_param_allgather:pg=1291:rel-80bff1676ad1,0,80371,33133001,33133001,80371,33052630,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_ag0:round0:expert_dp_param_allgather:pg=1293:rel-9c74e653501d,0,73363,37268893,37268893,73363,37195530,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_ag0:round0:expert_dp_param_allgather:pg=1295:rel-cf47a90ea6d0,0,75975,31976639,31976639,75975,31900664,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp15:edp_ag0:round0:expert_dp_param_allgather:pg=1297:rel-833e0811a000,0,69836,32211561,32211561,69836,32141725,mock_oisa_scale_1.2,mock,mock-target-cluster
iter55:pp0:dp_ag1:round1:dp_param_allgather:pg=1:rel-14d6fcda815c,0,3802871,17660656,17660656,3802871,13857785,mock_oisa_scale_1.2,mock,mock-target-cluster
