key_format,timing_component,timing_source,nodes,positive_compute_nodes
pp_gradient:receiver14:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver14:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane0:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane0:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane0:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane10:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane10:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane10:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane11:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane11:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane11:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane12:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane12:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane12:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane13:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane13:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane13:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane14:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane14:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane14:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane15:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane15:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane15:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane1:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane1:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane1:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane2:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane2:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver1:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane0:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane0:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane0:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane10:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane10:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane10:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane11:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane11:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane11:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane12:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane12:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane12:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane13:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane13:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane13:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane14:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane14:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane14:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane15:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane15:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane15:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane1:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane1:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane1:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane2:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane2:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver2:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane0:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane0:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane0:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane10:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane10:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane10:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane11:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane11:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane11:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane12:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane12:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane12:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane13:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane13:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane13:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane14:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane14:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane14:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane15:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane15:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane15:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane1:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane1:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane1:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane2:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane2:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver3:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane0:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane0:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane0:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane10:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane10:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane10:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane11:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane11:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane11:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane12:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane12:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane12:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane13:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane13:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane13:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane14:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane14:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane14:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane15:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane15:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane15:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane1:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane1:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane1:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane2:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane2:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane2:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane3:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane3:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane3:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane4:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane4:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane4:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane5:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane5:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane5:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane6:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane6:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane6:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane7:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane7:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane7:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane8:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane8:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane8:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane9:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane9:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver5:lane9:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane0:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane0:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane0:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane10:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane10:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane10:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane11:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane11:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane11:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane12:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane12:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane12:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane13:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane13:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane13:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane14:mb0,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane14:mb1,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
pp_gradient:receiver6:lane14:mb2,pp_trace_wall,source256_receiver_stage_lane_microbatch_gradient_wall_median,1,0
