kind,group_size,arrival_wait_ns,rank,service_ns,group_end_ns,round,behavior,observed_ranks,group_first_start_ns,completion_advance_ns,start_ns,group_ready_ns,iteration,end_ns,group_key,pp_stage,payload_bytes,dependency,dependency_lag_ns,service_scale,predicted_start_ns,predicted_group_ready_ns,predicted_service_ns,predicted_group_end_ns,predicted_completion_advance_ns,predicted_end_ns
dp_ag1,16,4441884,34,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,65665,1785477765176151248,1785477765180593132,55,1785477765188159661,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87424866,1.0,1785477765154291459,1785477765158733343,7632194,1785477765166365537,65665,1785477765166299872
dp_ag1,16,388334,35,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,67651,1785477765180204798,1785477765180593132,55,1785477765188157675,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87360088,1.0,1785477765158345009,1785477765158733343,7632194,1785477765166365537,67651,1785477765166297886
dp_ag1,16,3782149,36,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,59717,1785477765176810983,1785477765180593132,55,1785477765188165609,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87816973,1.0,1785477765154951194,1785477765158733343,7632194,1785477765166365537,59717,1785477765166305820
dp_ag1,16,27763,37,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,11576,1785477765180565369,1785477765180593132,55,1785477765188213750,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,88053036,1.0,1785477765158705580,1785477765158733343,7632194,1785477765166365537,11576,1785477765166353961
dp_ag1,16,1940429,38,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,23335,1785477765178652703,1785477765180593132,55,1785477765188201991,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,88582927,1.0,1785477765156792914,1785477765158733343,7632194,1785477765166365537,23335,1785477765166342202
dp_ag1,16,5312232,39,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,0,1785477765175280900,1785477765180593132,55,1785477765188225326,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87602895,1.0,1785477765153421111,1785477765158733343,7632194,1785477765166365537,0,1785477765166365537
dp_ag1,16,4186608,40,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,16065,1785477765176406524,1785477765180593132,55,1785477765188209261,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87888352,1.0,1785477765154546735,1785477765158733343,7632194,1785477765166365537,16065,1785477765166349472
dp_ag1,16,4719554,41,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,47034,1785477765175873578,1785477765180593132,55,1785477765188178292,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87327272,1.0,1785477765154013789,1785477765158733343,7632194,1785477765166365537,47034,1785477765166318503
dp_ag1,16,4235765,42,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,12050,1785477765176357367,1785477765180593132,55,1785477765188213276,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87614635,1.0,1785477765154497578,1785477765158733343,7632194,1785477765166365537,12050,1785477765166353487
dp_ag1,16,0,43,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,17941,1785477765180593132,1785477765180593132,55,1785477765188207385,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87802314,1.0,1785477765158733343,1785477765158733343,7632194,1785477765166365537,17941,1785477765166347596
dp_ag1,16,5021367,44,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,12581,1785477765175571765,1785477765180593132,55,1785477765188212745,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,86589972,1.0,1785477765153711976,1785477765158733343,7632194,1785477765166365537,12581,1785477765166352956
dp_ag1,16,52736,45,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,35390,1785477765180540396,1785477765180593132,55,1785477765188189936,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87953572,1.0,1785477765158680607,1785477765158733343,7632194,1785477765166365537,35390,1785477765166330147
dp_ag1,16,3053961,46,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,9430,1785477765177539171,1785477765180593132,55,1785477765188215896,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87524803,1.0,1785477765155679382,1785477765158733343,7632194,1785477765166365537,9430,1785477765166356107
dp_ag1,16,4854408,47,7632194,1785477765188225326,1,dp_param_allgather,16,1785477765174971399,64542,1785477765175738724,1785477765180593132,55,1785477765188160784,dp_param_allgather:pg=5,2,98621440,same_rank_edp_ag0,87995057,1.0,1785477765153878935,1785477765158733343,7632194,1785477765166365537,64542,1785477765166300995
dp_rs,16,115571424,32,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,49255,1785477763554181538,1785477763669752962,55,1785477763685237669,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763526390152,1785477763648241640,15533962,1785477763663775602,49255,1785477763663726347
dp_rs,16,115796230,33,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,108398,1785477763553956732,1785477763669752962,55,1785477763685178526,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763520434068,1785477763648241640,15533962,1785477763663775602,108398,1785477763663667204
dp_rs,16,115800669,34,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,2368,1785477763553952293,1785477763669752962,55,1785477763685284556,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763530252448,1785477763648241640,15533962,1785477763663775602,2368,1785477763663773234
dp_rs,16,115164655,35,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,63633,1785477763554588307,1785477763669752962,55,1785477763685223291,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763527936593,1785477763648241640,15533962,1785477763663775602,63633,1785477763663711969
dp_rs,16,117321592,36,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,31235,1785477763552431370,1785477763669752962,55,1785477763685255689,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763529416498,1785477763648241640,15533962,1785477763663775602,31235,1785477763663744367
dp_rs,16,117032327,37,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,118767,1785477763552720635,1785477763669752962,55,1785477763685168157,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763533795840,1785477763648241640,15533962,1785477763663775602,118767,1785477763663656835
dp_rs,16,115321364,38,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,116445,1785477763554431598,1785477763669752962,55,1785477763685170479,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763527115630,1785477763648241640,15533962,1785477763663775602,116445,1785477763663659157
dp_rs,16,115526791,39,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,0,1785477763554226171,1785477763669752962,55,1785477763685286924,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763522528161,1785477763648241640,15533962,1785477763663775602,0,1785477763663775602
dp_rs,16,1246249,40,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,35243,1785477763668506713,1785477763669752962,55,1785477763685251681,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763624056510,1785477763648241640,15533962,1785477763663775602,35243,1785477763663740359
dp_rs,16,736536,41,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,24387,1785477763669016426,1785477763669752962,55,1785477763685262537,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763643136035,1785477763648241640,15533962,1785477763663775602,24387,1785477763663751215
dp_rs,16,993917,42,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,49536,1785477763668759045,1785477763669752962,55,1785477763685237388,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763647423990,1785477763648241640,15533962,1785477763663775602,49536,1785477763663726066
dp_rs,16,907505,43,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,13879,1785477763668845457,1785477763669752962,55,1785477763685273045,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763648112417,1785477763648241640,15533962,1785477763663775602,13879,1785477763663761723
dp_rs,16,471473,44,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,79773,1785477763669281489,1785477763669752962,55,1785477763685207151,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763647697155,1785477763648241640,15533962,1785477763663775602,79773,1785477763663695829
dp_rs,16,0,45,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,30044,1785477763669752962,1785477763669752962,55,1785477763685256880,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763648241640,1785477763648241640,15533962,1785477763663775602,30044,1785477763663745558
dp_rs,16,668485,46,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,28710,1785477763669084477,1785477763669752962,55,1785477763685258214,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763637142628,1785477763648241640,15533962,1785477763663775602,28710,1785477763663746892
dp_rs,16,338326,47,15533962,1785477763685286924,0,dp_grad_reduce_scatter,16,1785477763552431370,53310,1785477763669414636,1785477763669752962,55,1785477763685233614,dp_grad_reduce_scatter:pg=5,2,3155886080,pp_frontier,0,1.0,1785477763638860554,1785477763648241640,15533962,1785477763663775602,53310,1785477763663722292
edp_ag0,2,40549,32,54383076,1785477765088615552,0,expert_dp_param_allgather,2,1785477765034191927,0,1785477765034191927,1785477765034232476,55,1785477765088615552,expert_dp_param_allgather:pg=1075,2,1887436800,same_rank_dp_ag0,10880,1.0,1785477765012332138,1785477765012372687,54383076,1785477765066755763,0,1785477765066755763
edp_ag0,2,0,40,54383076,1785477765088615552,0,expert_dp_param_allgather,2,1785477765034191927,97380,1785477765034232476,1785477765034232476,55,1785477765088518172,expert_dp_param_allgather:pg=1075,2,1887436800,same_rank_dp_ag0,75720,1.0,1785477765012372687,1785477765012372687,54383076,1785477765066755763,97380,1785477765066658383
edp_ag0,2,0,33,54426774,1785477765088611406,0,expert_dp_param_allgather,2,1785477765034173855,0,1785477765034184632,1785477765034184632,55,1785477765088611406,expert_dp_param_allgather:pg=1077,2,1887436800,same_rank_dp_ag0,11320,1.0,1785477765012324843,1785477765012324843,54426774,1785477765066751617,0,1785477765066751617
edp_ag0,2,10777,41,54426774,1785477765088611406,0,expert_dp_param_allgather,2,1785477765034173855,65100,1785477765034173855,1785477765034184632,55,1785477765088546306,expert_dp_param_allgather:pg=1077,2,1887436800,same_rank_dp_ag0,22600,1.0,1785477765012314066,1785477765012324843,54426774,1785477765066751617,65100,1785477765066686517
edp_ag0,2,0,34,54524991,1785477765088742732,0,expert_dp_param_allgather,2,1785477765034099264,16350,1785477765034217741,1785477765034217741,55,1785477765088726382,expert_dp_param_allgather:pg=1079,2,1887436800,same_rank_dp_ag0,33240,1.0,1785477765012357952,1785477765012357952,54524991,1785477765066882943,16350,1785477765066866593
edp_ag0,2,118477,42,54524991,1785477765088742732,0,expert_dp_param_allgather,2,1785477765034099264,0,1785477765034099264,1785477765034217741,55,1785477765088742732,expert_dp_param_allgather:pg=1079,2,1887436800,same_rank_dp_ag0,10645,1.0,1785477765012239475,1785477765012357952,54524991,1785477765066882943,0,1785477765066882943
edp_ag0,2,0,35,58637674,1785477765092844710,0,expert_dp_param_allgather,2,1785477765034115075,0,1785477765034207036,1785477765034207036,55,1785477765092844710,expert_dp_param_allgather:pg=1081,2,1887436800,same_rank_dp_ag0,15800,1.0,1785477765012347247,1785477765012347247,58637674,1785477765070984921,0,1785477765070984921
edp_ag0,2,91961,43,58637674,1785477765092844710,0,expert_dp_param_allgather,2,1785477765034115075,53892,1785477765034115075,1785477765034207036,55,1785477765092790818,expert_dp_param_allgather:pg=1081,2,1887436800,same_rank_dp_ag0,31120,1.0,1785477765012255286,1785477765012347247,58637674,1785477765070984921,53892,1785477765070931029
edp_ag0,2,0,36,54795174,1785477765088994010,0,expert_dp_param_allgather,2,1785477765034109629,0,1785477765034198836,1785477765034198836,55,1785477765088994010,expert_dp_param_allgather:pg=1083,2,1887436800,same_rank_dp_ag0,10560,1.0,1785477765012339047,1785477765012339047,54795174,1785477765067134221,0,1785477765067134221
edp_ag0,2,89207,44,54795174,1785477765088994010,0,expert_dp_param_allgather,2,1785477765034109629,12217,1785477765034109629,1785477765034198836,55,1785477765088981793,expert_dp_param_allgather:pg=1083,2,1887436800,same_rank_dp_ag0,10720,1.0,1785477765012249840,1785477765012339047,54795174,1785477765067134221,12217,1785477765067122004
edp_ag0,2,42518,37,58357329,1785477765092586824,0,expert_dp_param_allgather,2,1785477765034186977,74491,1785477765034186977,1785477765034229495,55,1785477765092512333,expert_dp_param_allgather:pg=1085,2,1887436800,same_rank_dp_ag0,11994,1.0,1785477765012327188,1785477765012369706,58357329,1785477765070727035,74491,1785477765070652544
edp_ag0,2,0,45,58357329,1785477765092586824,0,expert_dp_param_allgather,2,1785477765034186977,0,1785477765034229495,1785477765034229495,55,1785477765092586824,expert_dp_param_allgather:pg=1085,2,1887436800,same_rank_dp_ag0,85840,1.0,1785477765012369706,1785477765012369706,58357329,1785477765070727035,0,1785477765070727035
edp_ag0,2,0,38,55868162,1785477765090069776,0,expert_dp_param_allgather,2,1785477765034156816,0,1785477765034201614,1785477765034201614,55,1785477765090069776,expert_dp_param_allgather:pg=1087,2,1887436800,same_rank_dp_ag0,10618,1.0,1785477765012341825,1785477765012341825,55868162,1785477765068209987,0,1785477765068209987
edp_ag0,2,44798,46,55868162,1785477765090069776,0,expert_dp_param_allgather,2,1785477765034156816,55408,1785477765034156816,1785477765034201614,55,1785477765090014368,expert_dp_param_allgather:pg=1087,2,1887436800,same_rank_dp_ag0,11600,1.0,1785477765012297027,1785477765012341825,55868162,1785477765068209987,55408,1785477765068154579
edp_ag0,2,20656,39,53575313,1785477765087743667,0,expert_dp_param_allgather,2,1785477765034147698,65662,1785477765034147698,1785477765034168354,55,1785477765087678005,expert_dp_param_allgather:pg=1089,2,1887436800,same_rank_dp_ag0,16448,1.0,1785477765012287909,1785477765012308565,53575313,1785477765065883878,65662,1785477765065818216
edp_ag0,2,0,47,53575313,1785477765087743667,0,expert_dp_param_allgather,2,1785477765034147698,0,1785477765034168354,1785477765034168354,55,1785477765087743667,expert_dp_param_allgather:pg=1089,2,1887436800,same_rank_dp_ag0,18720,1.0,1785477765012308565,1785477765012308565,53575313,1785477765065883878,0,1785477765065883878
edp_ag1,2,49276,32,54499976,1785477765242722277,1,expert_dp_param_allgather,2,1785477765188173025,21666,1785477765188173025,1785477765188222301,55,1785477765242700611,expert_dp_param_allgather:pg=1075,2,1887436800,same_rank_dp_ag1,11000,1.0,1785477765166313236,1785477765166362512,54499976,1785477765220862488,21666,1785477765220840822
edp_ag1,2,0,40,54499976,1785477765242722277,1,expert_dp_param_allgather,2,1785477765188173025,0,1785477765188222301,1785477765188222301,55,1785477765242722277,expert_dp_param_allgather:pg=1075,2,1887436800,same_rank_dp_ag1,13040,1.0,1785477765166362512,1785477765166362512,54499976,1785477765220862488,0,1785477765220862488
edp_ag1,2,0,33,53182380,1785477765241413263,1,expert_dp_param_allgather,2,1785477765188189452,39370,1785477765188230883,1785477765188230883,55,1785477765241373893,expert_dp_param_allgather:pg=1077,2,1887436800,same_rank_dp_ag1,10600,1.0,1785477765166371094,1785477765166371094,53182380,1785477765219553474,39370,1785477765219514104
edp_ag1,2,41431,41,53182380,1785477765241413263,1,expert_dp_param_allgather,2,1785477765188189452,0,1785477765188189452,1785477765188230883,55,1785477765241413263,expert_dp_param_allgather:pg=1077,2,1887436800,same_rank_dp_ag1,11160,1.0,1785477765166329663,1785477765166371094,53182380,1785477765219553474,0,1785477765219553474
edp_ag1,2,90855,34,53758108,1785477765242019544,1,expert_dp_param_allgather,2,1785477765188170581,28245,1785477765188170581,1785477765188261436,55,1785477765241991299,expert_dp_param_allgather:pg=1079,2,1887436800,same_rank_dp_ag1,10920,1.0,1785477765166310792,1785477765166401647,53758108,1785477765220159755,28245,1785477765220131510
edp_ag1,2,0,42,53758108,1785477765242019544,1,expert_dp_param_allgather,2,1785477765188170581,0,1785477765188261436,1785477765188261436,55,1785477765242019544,expert_dp_param_allgather:pg=1079,2,1887436800,same_rank_dp_ag1,48160,1.0,1785477765166401647,1785477765166401647,53758108,1785477765220159755,0,1785477765220159755
edp_ag1,2,103151,35,52128093,1785477765240399799,1,expert_dp_param_allgather,2,1785477765188168555,0,1785477765188168555,1785477765188271706,55,1785477765240399799,expert_dp_param_allgather:pg=1081,2,1887436800,same_rank_dp_ag1,10880,1.0,1785477765166308766,1785477765166411917,52128093,1785477765218540010,0,1785477765218540010
edp_ag1,2,0,43,52128093,1785477765240399799,1,expert_dp_param_allgather,2,1785477765188168555,42,1785477765188271706,1785477765188271706,55,1785477765240399757,expert_dp_param_allgather:pg=1081,2,1887436800,same_rank_dp_ag1,64321,1.0,1785477765166411917,1785477765166411917,52128093,1785477765218540010,42,1785477765218539968
edp_ag1,2,70025,36,53841790,1785477765242088144,1,expert_dp_param_allgather,2,1785477765188176329,0,1785477765188176329,1785477765188246354,55,1785477765242088144,expert_dp_param_allgather:pg=1083,2,1887436800,same_rank_dp_ag1,10720,1.0,1785477765166316540,1785477765166386565,53841790,1785477765220228355,0,1785477765220228355
edp_ag1,2,0,44,53841790,1785477765242088144,1,expert_dp_param_allgather,2,1785477765188176329,73253,1785477765188246354,1785477765188246354,55,1785477765242014891,expert_dp_param_allgather:pg=1083,2,1887436800,same_rank_dp_ag1,33609,1.0,1785477765166386565,1785477765166386565,53841790,1785477765220228355,73253,1785477765220155102
edp_ag1,2,0,37,53232303,1785477765241502533,1,expert_dp_param_allgather,2,1785477765188204616,0,1785477765188270230,1785477765188270230,55,1785477765241502533,expert_dp_param_allgather:pg=1085,2,1887436800,same_rank_dp_ag1,56480,1.0,1785477765166410441,1785477765166410441,53232303,1785477765219642744,0,1785477765219642744
edp_ag1,2,65614,45,53232303,1785477765241502533,1,expert_dp_param_allgather,2,1785477765188204616,6495,1785477765188204616,1785477765188270230,55,1785477765241496038,expert_dp_param_allgather:pg=1085,2,1887436800,same_rank_dp_ag1,14680,1.0,1785477765166344827,1785477765166410441,53232303,1785477765219642744,6495,1785477765219636249
edp_ag1,2,57265,38,52048679,1785477765240319975,1,expert_dp_param_allgather,2,1785477765188214031,0,1785477765188214031,1785477765188271296,55,1785477765240319975,expert_dp_param_allgather:pg=1087,2,1887436800,same_rank_dp_ag1,12040,1.0,1785477765166354242,1785477765166411507,52048679,1785477765218460186,0,1785477765218460186
edp_ag1,2,0,46,52048679,1785477765240319975,1,expert_dp_param_allgather,2,1785477765188214031,57743,1785477765188271296,1785477765188271296,55,1785477765240262232,expert_dp_param_allgather:pg=1087,2,1887436800,same_rank_dp_ag1,55400,1.0,1785477765166411507,1785477765166411507,52048679,1785477765218460186,57743,1785477765218402443
edp_ag1,2,0,39,56216966,1785477765244460172,1,expert_dp_param_allgather,2,1785477765188172304,61334,1785477765188243206,1785477765188243206,55,1785477765244398838,expert_dp_param_allgather:pg=1089,2,1887436800,same_rank_dp_ag1,17880,1.0,1785477765166383417,1785477765166383417,56216966,1785477765222600383,61334,1785477765222539049
edp_ag1,2,70902,47,56216966,1785477765244460172,1,expert_dp_param_allgather,2,1785477765188172304,0,1785477765188172304,1785477765188243206,55,1785477765244460172,expert_dp_param_allgather:pg=1089,2,1887436800,same_rank_dp_ag1,11520,1.0,1785477765166312515,1785477765166383417,56216966,1785477765222600383,0,1785477765222600383
edp_rs,2,107951,32,203111209,1785477763905895886,0,expert_dp_grad_reduce_scatter,2,1785477763702676726,0,1785477763702676726,1785477763702784677,55,1785477763905895886,expert_dp_grad_reduce_scatter:pg=1075,2,7549747200,same_rank_dp_rs,17439057,1.0,1785477763681165404,1785477763681273355,203111209,1785477763884384564,0,1785477763884384564
edp_rs,2,0,40,203111209,1785477763905895886,0,expert_dp_grad_reduce_scatter,2,1785477763702676726,67370,1785477763702784677,1785477763702784677,55,1785477763905828516,expert_dp_grad_reduce_scatter:pg=1075,2,7549747200,same_rank_dp_rs,17532996,1.0,1785477763681273355,1785477763681273355,203111209,1785477763884384564,67370,1785477763884317194
edp_rs,2,131796,33,211358977,1785477763914267744,0,expert_dp_grad_reduce_scatter,2,1785477763702776971,0,1785477763702776971,1785477763702908767,55,1785477763914267744,expert_dp_grad_reduce_scatter:pg=1077,2,7549747200,same_rank_dp_rs,17598445,1.0,1785477763681265649,1785477763681397445,211358977,1785477763892756422,0,1785477763892756422
edp_rs,2,0,41,211358977,1785477763914267744,0,expert_dp_grad_reduce_scatter,2,1785477763702776971,59291,1785477763702908767,1785477763702908767,55,1785477763914208453,expert_dp_grad_reduce_scatter:pg=1077,2,7549747200,same_rank_dp_rs,17646230,1.0,1785477763681397445,1785477763681397445,211358977,1785477763892756422,59291,1785477763892697131
edp_rs,2,0,34,210134472,1785477763913121707,0,expert_dp_grad_reduce_scatter,2,1785477763702872569,40619,1785477763702987235,1785477763702987235,55,1785477763913081088,expert_dp_grad_reduce_scatter:pg=1079,2,7549747200,same_rank_dp_rs,17702679,1.0,1785477763681475913,1785477763681475913,210134472,1785477763891610385,40619,1785477763891569766
edp_rs,2,114666,42,210134472,1785477763913121707,0,expert_dp_grad_reduce_scatter,2,1785477763702872569,0,1785477763702872569,1785477763702987235,55,1785477763913121707,expert_dp_grad_reduce_scatter:pg=1079,2,7549747200,same_rank_dp_rs,17635181,1.0,1785477763681361247,1785477763681475913,210134472,1785477763891610385,0,1785477763891610385
edp_rs,2,115419,35,211427685,1785477763914378120,0,expert_dp_grad_reduce_scatter,2,1785477763702835016,75974,1785477763702835016,1785477763702950435,55,1785477763914302146,expert_dp_grad_reduce_scatter:pg=1081,2,7549747200,same_rank_dp_rs,17611725,1.0,1785477763681323694,1785477763681439113,211427685,1785477763892866798,75974,1785477763892790824
edp_rs,2,0,43,211427685,1785477763914378120,0,expert_dp_grad_reduce_scatter,2,1785477763702835016,0,1785477763702950435,1785477763702950435,55,1785477763914378120,expert_dp_grad_reduce_scatter:pg=1081,2,7549747200,same_rank_dp_rs,17677390,1.0,1785477763681439113,1785477763681439113,211427685,1785477763892866798,0,1785477763892866798
edp_rs,2,410143,36,210131049,1785477763913402385,0,expert_dp_grad_reduce_scatter,2,1785477763702861193,47705,1785477763702861193,1785477763703271336,55,1785477763913354680,expert_dp_grad_reduce_scatter:pg=1083,2,7549747200,same_rank_dp_rs,17605504,1.0,1785477763681349871,1785477763681760014,210131049,1785477763891891063,47705,1785477763891843358
edp_rs,2,0,44,210131049,1785477763913402385,0,expert_dp_grad_reduce_scatter,2,1785477763702861193,0,1785477763703271336,1785477763703271336,55,1785477763913402385,expert_dp_grad_reduce_scatter:pg=1083,2,7549747200,same_rank_dp_rs,18064185,1.0,1785477763681760014,1785477763681760014,210131049,1785477763891891063,0,1785477763891891063
edp_rs,2,89522,37,212441619,1785477763915451587,0,expert_dp_grad_reduce_scatter,2,1785477763702920446,0,1785477763702920446,1785477763703009968,55,1785477763915451587,expert_dp_grad_reduce_scatter:pg=1085,2,7549747200,same_rank_dp_rs,17752289,1.0,1785477763681409124,1785477763681498646,212441619,1785477763893940265,0,1785477763893940265
edp_rs,2,0,45,212441619,1785477763915451587,0,expert_dp_grad_reduce_scatter,2,1785477763702920446,63945,1785477763703009968,1785477763703009968,55,1785477763915387642,expert_dp_grad_reduce_scatter:pg=1085,2,7549747200,same_rank_dp_rs,17753088,1.0,1785477763681498646,1785477763681498646,212441619,1785477763893940265,63945,1785477763893876320
edp_rs,2,0,38,209060768,1785477763911848259,0,expert_dp_grad_reduce_scatter,2,1785477763702765509,0,1785477763702787491,1785477763702787491,55,1785477763911848259,expert_dp_grad_reduce_scatter:pg=1087,2,7549747200,same_rank_dp_rs,17617012,1.0,1785477763681276169,1785477763681276169,209060768,1785477763890336937,0,1785477763890336937
edp_rs,2,21982,46,209060768,1785477763911848259,0,expert_dp_grad_reduce_scatter,2,1785477763702765509,76964,1785477763702765509,1785477763702787491,55,1785477763911771295,expert_dp_grad_reduce_scatter:pg=1087,2,7549747200,same_rank_dp_rs,17507295,1.0,1785477763681254187,1785477763681276169,209060768,1785477763890336937,76964,1785477763890259973
edp_rs,2,0,39,210952936,1785477763913824697,0,expert_dp_grad_reduce_scatter,2,1785477763702788888,74857,1785477763702871761,1785477763702871761,55,1785477763913749840,expert_dp_grad_reduce_scatter:pg=1089,2,7549747200,same_rank_dp_rs,17584837,1.0,1785477763681360439,1785477763681360439,210952936,1785477763892313375,74857,1785477763892238518
edp_rs,2,82873,47,210952936,1785477763913824697,0,expert_dp_grad_reduce_scatter,2,1785477763702788888,0,1785477763702788888,1785477763702871761,55,1785477763913824697,expert_dp_grad_reduce_scatter:pg=1089,2,7549747200,same_rank_dp_rs,17555274,1.0,1785477763681277566,1785477763681360439,210952936,1785477763892313375,0,1785477763892313375
dp_ag0,16,1570184,48,7502805,1785477765034526186,0,dp_param_allgather,16,1785477765025299474,54691,1785477765025453197,1785477765027023381,55,1785477765034471495,dp_param_allgather:pg=7,3,98621440,world_rs_done,28776940,1.0,1785477765003593408,1785477765005163592,7502805,1785477765012666397,54691,1785477765012611706
dp_ag0,16,1326828,49,7502805,1785477765034526186,0,dp_param_allgather,16,1785477765025299474,43565,1785477765025696553,1785477765027023381,55,1785477765034482621,dp_param_allgather:pg=7,3,98621440,world_rs_done,29020296,1.0,1785477765003836764,1785477765005163592,7502805,1785477765012666397,43565,1785477765012622832
dp_ag0,16,873188,50,7502805,1785477765034526186,0,dp_param_allgather,16,1785477765025299474,39869,1785477765026150193,1785477765027023381,55,1785477765034486317,dp_param_allgather:pg=7,3,98621440,world_rs_done,29473936,1.0,1785477765004290404,1785477765005163592,7502805,1785477765012666397,39869,1785477765012626528
dp_ag0,16,880695,51,7502805,1785477765034526186,0,dp_param_allgather,16,1785477765025299474,51196,1785477765026142686,1785477765027023381,55,1785477765034474990,dp_param_allgather:pg=7,3,98621440,world_rs_done,29466429,1.0,1785477765004282897,1785477765005163592,7502805,1785477765012666397,51196,1785477765012615201
dp_ag0,16,1318469,52,7502805,1785477765034526186,0,dp_param_allgather,16,1785477765025299474,46012,1785477765025704912,1785477765027023381,55,1785477765034480174,dp_param_allgather:pg=7,3,98621440,world_rs_done,29028655,1.0,1785477765003845123,1785477765005163592,7502805,1785477765012666397,46012,1785477765012620385
dp_ag0,16,1455127,53,7502805,1785477765034526186,0,dp_param_allgather,16,1785477765025299474,84478,1785477765025568254,1785477765027023381,55,1785477765034441708,dp_param_allgather:pg=7,3,98621440,world_rs_done,28891997,1.0,1785477765003708465,1785477765005163592,7502805,1785477765012666397,84478,1785477765012581919
dp_ag0,16,1723907,54,7502805,1785477765034526186,0,dp_param_allgather,16,1785477765025299474,38859,1785477765025299474,1785477765027023381,55,1785477765034487327,dp_param_allgather:pg=7,3,98621440,world_rs_done,28623217,1.0,1785477765003439685,1785477765005163592,7502805,1785477765012666397,38859,1785477765012627538
dp_ag0,16,0,55,7502805,1785477765034526186,0,dp_param_allgather,16,1785477765025299474,43283,1785477765027023381,1785477765027023381,55,1785477765034482903,dp_param_allgather:pg=7,3,98621440,world_rs_done,30347124,1.0,1785477765005163592,1785477765005163592,7502805,1785477765012666397,43283,1785477765012623114
